index,state,Day,Month,Year,order_date,revenue
8456,Florida,Friday,October,2014,10/31/2014,876
8457,Iowa,Monday,December,2014,12/8/2014,1186
8458,California,Tuesday,July,2014,7/8/2014,616
8459,Maine,Wednesday,April,2014,4/16/2014,283
8460,California,Wednesday,April,2014,4/23/2014,624
8461,Kansas,Monday,September,2014,9/8/2014,1089
8462,Oregon,Sunday,June,2014,6/1/2014,647
8463,Alaska,Saturday,August,2014,8/2/2014,830
8464,Washington,Tuesday,August,2014,8/12/2014,854
8465,Ohio,Thursday,April,2014,4/17/2014,808
8466,Illinois,Tuesday,December,2014,12/9/2014,1267
8467,New York,Sunday,April,2014,4/13/2014,683
8468,Mississippi,Tuesday,February,2014,2/18/2014,574
8469,Oklahoma,Thursday,February,2014,2/13/2014,482
8470,California,Thursday,June,2014,6/19/2014,549
8471,Mississippi,Monday,April,2014,4/28/2014,706
8472,Oregon,Thursday,March,2014,3/6/2014,755
8473,New Mexico,Tuesday,November,2014,11/25/2014,957
8474,Illinois,Tuesday,December,2014,12/2/2014,1311
8475,Nebraska,Monday,August,2014,8/4/2014,737
8476,Idaho,Thursday,October,2014,10/9/2014,1237
8477,Montana,Tuesday,December,2014,12/9/2014,828
8478,New York,Wednesday,June,2014,6/4/2014,578
8479,Nevada,Saturday,May,2014,5/3/2014,297
8480,Missouri,Saturday,November,2014,11/1/2014,1014
8481,New York,Wednesday,May,2014,5/7/2014,752
8482,Washington,Friday,November,2014,11/28/2014,749
8483,Texas,Thursday,July,2014,7/3/2014,1371
8484,Maine,Saturday,December,2014,12/20/2014,212
8485,Nebraska,Wednesday,November,2014,11/5/2014,733
8486,Maine,Friday,May,2014,5/30/2014,351
8487,Montana,Friday,October,2014,10/17/2014,1012
8488,Iowa,Wednesday,October,2014,10/8/2014,1090
8489,Missouri,Wednesday,July,2014,7/23/2014,991
8490,Alaska,Monday,February,2014,2/10/2014,670
8491,Louisiana,Saturday,July,2014,7/26/2014,1331
8492,Louisiana,Friday,August,2014,8/15/2014,1426
8493,Missouri,Thursday,December,2014,12/11/2014,984
8494,Alaska,Sunday,April,2014,4/20/2014,630
8495,Oklahoma,Thursday,July,2014,7/17/2014,647
8496,Arkansas,Wednesday,December,2014,12/24/2014,1201
8497,Georgia,Tuesday,October,2014,10/7/2014,1292
8498,New Mexico,Thursday,May,2014,5/29/2014,1215
8499,Missouri,Sunday,November,2014,11/23/2014,1120
8500,Maine,Sunday,September,2014,9/14/2014,427
8501,Maine,Monday,January,2014,1/13/2014,400
8502,New Mexico,Wednesday,December,2014,12/3/2014,975
8503,Maine,Sunday,September,2014,9/14/2014,319
8504,Washington,Thursday,March,2014,3/27/2014,1008
8505,Louisiana,Friday,December,2014,12/19/2014,1346
8506,Missouri,Sunday,September,2014,9/21/2014,1065
8507,Georgia,Sunday,November,2014,11/2/2014,1122
8508,Idaho,Saturday,August,2014,8/23/2014,1442
8509,Nevada,Friday,April,2014,4/11/2014,445
8510,New York,Monday,July,2014,7/7/2014,782
8511,Alaska,Monday,July,2014,7/14/2014,631
8512,California,Friday,March,2014,3/28/2014,694
8513,Nevada,Friday,September,2014,9/26/2014,433
8514,Ohio,Monday,February,2014,2/10/2014,653
8515,California,Wednesday,August,2014,8/13/2014,707
8516,Georgia,Monday,March,2014,3/17/2014,1288
8517,Arkansas,Saturday,May,2014,5/24/2014,1350
8518,Indiana,Wednesday,August,2014,8/20/2014,514
8519,Alaska,Tuesday,May,2014,5/13/2014,610
8520,Indiana,Sunday,August,2014,8/31/2014,551
8521,California,Thursday,November,2014,11/20/2014,502
8522,California,Saturday,February,2014,2/1/2014,591
8523,Georgia,Tuesday,October,2014,10/14/2014,1168
8524,Illinois,Tuesday,June,2014,6/24/2014,1441
8525,Oklahoma,Tuesday,March,2014,3/11/2014,629
8526,Delaware,Thursday,November,2014,11/27/2014,780
8527,Georgia,Sunday,August,2014,8/10/2014,1261
8528,Louisiana,Sunday,August,2014,8/10/2014,1382
8529,Mississippi,Monday,September,2014,9/8/2014,556
8530,Alaska,Sunday,January,2014,1/5/2014,588
8531,Delaware,Sunday,November,2014,11/30/2014,862
8532,Montana,Monday,June,2014,6/2/2014,1090
8533,Delaware,Saturday,August,2014,8/9/2014,1028
8534,Mississippi,Thursday,March,2014,3/13/2014,633
8535,Nebraska,Saturday,May,2014,5/17/2014,735
8536,Missouri,Wednesday,October,2014,10/1/2014,971
8537,Delaware,Thursday,August,2014,8/14/2014,984
8538,Iowa,Wednesday,May,2014,5/7/2014,1309
8539,Montana,Friday,October,2014,10/31/2014,1079
8540,New Mexico,Thursday,August,2014,8/7/2014,1177
8541,Nebraska,Sunday,September,2014,9/14/2014,719
8542,Arkansas,Monday,September,2014,9/15/2014,1231
8543,Indiana,Thursday,October,2014,10/2/2014,635
8544,Oregon,Wednesday,July,2014,7/16/2014,674
8545,Texas,Thursday,December,2014,12/11/2014,1108
8546,Kansas,Saturday,September,2014,9/27/2014,1264
8547,New Mexico,Thursday,August,2014,8/28/2014,1224
8548,Louisiana,Tuesday,December,2014,12/2/2014,1193
8549,Montana,Wednesday,August,2014,8/13/2014,898
8550,Texas,Saturday,February,2014,2/1/2014,1438
8551,Louisiana,Sunday,December,2014,12/7/2014,1243
8552,Oklahoma,Thursday,June,2014,6/12/2014,430
8553,New York,Tuesday,March,2014,3/11/2014,905
8554,Florida,Sunday,October,2014,10/26/2014,689
8555,Iowa,Friday,December,2014,12/12/2014,1097
8556,Nevada,Friday,January,2014,1/17/2014,635
8557,Mississippi,Saturday,March,2014,3/29/2014,776
8558,Washington,Friday,September,2014,9/12/2014,931
8559,Oregon,Saturday,April,2014,4/26/2014,662
8560,Mississippi,Wednesday,February,2014,2/5/2014,738
8561,Missouri,Saturday,November,2014,11/22/2014,922
8562,Oklahoma,Saturday,May,2014,5/24/2014,486
8563,Nebraska,Monday,March,2014,3/3/2014,778
8564,Iowa,Wednesday,September,2014,9/3/2014,1218
8565,Maine,Tuesday,July,2014,7/29/2014,502
8566,Oregon,Tuesday,February,2014,2/4/2014,853
8567,Florida,Thursday,September,2014,9/11/2014,694
8568,Idaho,Friday,September,2014,9/5/2014,1355
8569,Oklahoma,Thursday,June,2014,6/26/2014,561
8570,Idaho,Monday,November,2014,11/3/2014,1352
8571,Georgia,Thursday,March,2014,3/6/2014,1372
8572,Oklahoma,Friday,September,2014,9/5/2014,433
8573,Mississippi,Friday,June,2014,6/6/2014,635
8574,New York,Wednesday,January,2014,1/22/2014,783
8575,Oklahoma,Friday,April,2014,4/18/2014,676
8576,Arkansas,Sunday,November,2014,11/2/2014,1228
8577,New Mexico,Wednesday,September,2014,9/10/2014,1128
8578,Nevada,Monday,February,2014,2/3/2014,506
8579,Georgia,Friday,June,2014,6/6/2014,1346
8580,Nevada,Monday,March,2014,3/24/2014,594
8581,New York,Saturday,January,2014,1/11/2014,958
8582,Kansas,Friday,November,2014,11/28/2014,1158
8583,Kansas,Wednesday,April,2014,4/23/2014,1319
8584,Iowa,Sunday,August,2014,8/3/2014,1057
8585,New York,Saturday,August,2014,8/2/2014,668
8586,Indiana,Wednesday,October,2014,10/15/2014,413
8587,Oklahoma,Tuesday,May,2014,5/13/2014,538
8588,Alaska,Wednesday,January,2014,1/1/2014,664
8589,Washington,Tuesday,August,2014,8/26/2014,863
8590,Ohio,Wednesday,August,2014,8/20/2014,535
8591,Idaho,Wednesday,May,2014,5/7/2014,1283
8592,Illinois,Friday,August,2014,8/15/2014,1449
8593,Washington,Monday,November,2014,11/17/2014,839
8594,New Mexico,Thursday,December,2014,12/18/2014,1157
8595,Mississippi,Friday,July,2014,7/11/2014,451
8596,California,Wednesday,March,2014,3/26/2014,846
8597,Georgia,Friday,July,2014,7/18/2014,1216
8598,Alaska,Friday,May,2014,5/16/2014,797
8599,Louisiana,Saturday,June,2014,6/14/2014,1626
8600,Oklahoma,Tuesday,September,2014,9/30/2014,671
8601,New York,Monday,August,2014,8/25/2014,604
8602,New Mexico,Thursday,May,2014,5/29/2014,1157
8603,Georgia,Saturday,September,2014,9/6/2014,1323
8604,Texas,Sunday,September,2014,9/7/2014,1130
8605,Indiana,Saturday,August,2014,8/2/2014,601
8606,Nevada,Sunday,June,2014,6/1/2014,434
8607,Nebraska,Wednesday,May,2014,5/28/2014,679
8608,Texas,Monday,October,2014,10/20/2014,1302
8609,New Mexico,Sunday,December,2014,12/14/2014,1075
8610,Mississippi,Wednesday,November,2014,11/12/2014,769
8611,Oklahoma,Monday,June,2014,6/9/2014,777
8612,Maine,Sunday,January,2014,1/12/2014,290
8613,Mississippi,Wednesday,January,2014,1/22/2014,520
8614,Georgia,Sunday,September,2014,9/21/2014,1228
8615,Ohio,Wednesday,March,2014,3/19/2014,748
8616,Missouri,Thursday,March,2014,3/6/2014,1327
8617,Nebraska,Wednesday,June,2014,6/4/2014,719
8618,Maine,Monday,April,2014,4/28/2014,449
8619,Oklahoma,Sunday,July,2014,7/6/2014,632
8620,Louisiana,Monday,October,2014,10/6/2014,1293
8621,Montana,Wednesday,July,2014,7/30/2014,999
8622,Illinois,Monday,June,2014,6/2/2014,1353
8623,Oregon,Monday,February,2014,2/24/2014,1004
8624,Texas,Saturday,May,2014,5/17/2014,1257
8625,California,Friday,January,2014,1/17/2014,652
8626,Montana,Monday,June,2014,6/9/2014,953
8627,Georgia,Sunday,June,2014,6/1/2014,1387
8628,Maine,Tuesday,March,2014,3/18/2014,386
8629,Indiana,Tuesday,November,2014,11/18/2014,514
8630,Kansas,Thursday,October,2014,10/9/2014,1206
8631,Maine,Monday,September,2014,9/15/2014,290
8632,Kansas,Thursday,November,2014,11/20/2014,1103
8633,Nebraska,Wednesday,April,2014,4/30/2014,718
8634,Texas,Sunday,June,2014,6/22/2014,1234
8635,Nevada,Thursday,March,2014,3/6/2014,484
8636,Illinois,Saturday,December,2014,12/13/2014,1284
8637,Maine,Monday,June,2014,6/9/2014,439
8638,Florida,Friday,May,2014,5/16/2014,994
8639,Nebraska,Monday,November,2014,11/10/2014,643
8640,Texas,Thursday,June,2014,6/19/2014,1146
8641,Maine,Tuesday,April,2014,4/29/2014,436
8642,New Mexico,Tuesday,January,2014,1/21/2014,1424
8643,Mississippi,Monday,January,2014,1/27/2014,546
8644,Iowa,Sunday,June,2014,6/8/2014,1233
8645,Florida,Sunday,December,2014,12/7/2014,800
8646,Washington,Thursday,December,2014,12/11/2014,729
8647,New York,Thursday,April,2014,4/24/2014,721
8648,Maine,Tuesday,December,2014,12/16/2014,350
8649,Ohio,Tuesday,January,2014,1/28/2014,598
8650,Mississippi,Tuesday,September,2014,9/2/2014,808
8651,Montana,Friday,May,2014,5/30/2014,810
8652,Maine,Friday,August,2014,8/8/2014,294
8653,Mississippi,Saturday,December,2014,12/20/2014,476
8654,New York,Sunday,July,2014,7/20/2014,688
8655,Iowa,Saturday,August,2014,8/2/2014,1209
8656,Oklahoma,Sunday,May,2014,5/18/2014,672
8657,California,Tuesday,March,2014,3/4/2014,634
8658,Ohio,Sunday,June,2014,6/22/2014,583
8659,California,Wednesday,January,2014,1/15/2014,687
8660,Delaware,Wednesday,November,2014,11/12/2014,764
8661,Louisiana,Wednesday,November,2014,11/26/2014,1300
8662,Washington,Wednesday,September,2014,9/24/2014,728
8663,California,Tuesday,December,2014,12/9/2014,692
8664,Illinois,Thursday,October,2014,10/9/2014,1314
8665,Alaska,Thursday,May,2014,5/1/2014,659
8666,Oklahoma,Saturday,March,2014,3/15/2014,649
8667,California,Saturday,March,2014,3/1/2014,540
8668,Nevada,Wednesday,September,2014,9/24/2014,595
8669,Idaho,Sunday,October,2014,10/19/2014,1264
8670,Mississippi,Tuesday,February,2014,2/18/2014,695
8671,Arkansas,Wednesday,August,2014,8/27/2014,1294
8672,Nevada,Tuesday,August,2014,8/5/2014,523
8673,Nebraska,Thursday,April,2014,4/3/2014,674
8674,Nevada,Wednesday,July,2014,7/23/2014,465
8675,Alaska,Tuesday,July,2014,7/1/2014,626
8676,California,Sunday,August,2014,8/10/2014,681
8677,Kansas,Monday,May,2014,5/12/2014,1299
8678,Delaware,Saturday,December,2014,12/13/2014,687
8679,Indiana,Monday,March,2014,3/3/2014,430
8680,Indiana,Sunday,March,2014,3/30/2014,556
8681,Louisiana,Monday,May,2014,5/26/2014,1470
8682,Oklahoma,Tuesday,January,2014,1/7/2014,724
8683,Mississippi,Friday,April,2014,4/18/2014,707
8684,Maine,Saturday,May,2014,5/24/2014,281
8685,Kansas,Tuesday,October,2014,10/14/2014,1247
8686,Nebraska,Thursday,November,2014,11/13/2014,695
8687,Maine,Thursday,July,2014,7/24/2014,366
8688,New Mexico,Saturday,September,2014,9/13/2014,1206
8689,Ohio,Friday,June,2014,6/6/2014,671
8690,Florida,Tuesday,December,2014,12/16/2014,669
8691,Iowa,Monday,December,2014,12/1/2014,1029
8692,Florida,Thursday,April,2014,4/10/2014,820
8693,Oklahoma,Tuesday,January,2014,1/7/2014,746
8694,Alaska,Tuesday,October,2014,10/7/2014,559
8695,Arkansas,Sunday,September,2014,9/7/2014,1225
8696,California,Tuesday,February,2014,2/18/2014,602
8697,Ohio,Wednesday,March,2014,3/5/2014,698
8698,Kansas,Tuesday,June,2014,6/24/2014,1278
8699,California,Monday,June,2014,6/23/2014,672
8700,Maine,Monday,May,2014,5/12/2014,359
8701,Kansas,Tuesday,July,2014,7/1/2014,1204
8702,Missouri,Thursday,May,2014,5/29/2014,1227
8703,California,Wednesday,April,2014,4/9/2014,743
8704,Maine,Monday,September,2014,9/15/2014,298
8705,Iowa,Tuesday,December,2014,12/23/2014,979
8706,Oregon,Wednesday,August,2014,8/13/2014,752
8707,Indiana,Monday,January,2014,1/27/2014,552
8708,Alaska,Tuesday,May,2014,5/6/2014,631
8709,Georgia,Sunday,June,2014,6/22/2014,1371
8710,Maine,Saturday,August,2014,8/30/2014,460
8711,Oregon,Tuesday,September,2014,9/30/2014,573
8712,Washington,Monday,March,2014,3/10/2014,979
8713,Illinois,Thursday,November,2014,11/13/2014,1364
8714,Texas,Sunday,November,2014,11/2/2014,1211
8715,Ohio,Friday,February,2014,2/21/2014,653
8716,Indiana,Friday,February,2014,2/7/2014,580
8717,Iowa,Sunday,March,2014,3/23/2014,1293
8718,Oregon,Friday,February,2014,2/21/2014,646
8719,Montana,Friday,April,2014,4/18/2014,978
8720,Maine,Wednesday,April,2014,4/23/2014,517
8721,Indiana,Monday,June,2014,6/23/2014,478
8722,Indiana,Monday,January,2014,1/6/2014,833
8723,Florida,Saturday,July,2014,7/12/2014,896
8724,Kansas,Saturday,April,2014,4/12/2014,1242
8725,Washington,Monday,October,2014,10/27/2014,804
8726,Ohio,Friday,November,2014,11/7/2014,507
8727,Iowa,Sunday,February,2014,2/16/2014,1250
8728,Delaware,Thursday,April,2014,4/24/2014,928
8729,Illinois,Monday,November,2014,11/3/2014,1465
8730,Iowa,Wednesday,September,2014,9/10/2014,1231
8731,Oregon,Thursday,July,2014,7/17/2014,790
8732,Louisiana,Tuesday,August,2014,8/26/2014,1342
8733,Georgia,Tuesday,April,2014,4/8/2014,1517
8734,Alaska,Saturday,October,2014,10/11/2014,436
8735,Nebraska,Wednesday,January,2014,1/22/2014,567
8736,Oregon,Monday,February,2014,2/10/2014,836
8737,Washington,Monday,July,2014,7/7/2014,883
8738,Georgia,Wednesday,December,2014,12/10/2014,1151
8739,Nevada,Sunday,February,2014,2/9/2014,553
8740,Nevada,Tuesday,May,2014,5/20/2014,440
8741,California,Monday,December,2014,12/1/2014,491
8742,Montana,Sunday,May,2014,5/11/2014,957
8743,Montana,Monday,August,2014,8/11/2014,932
8744,Delaware,Sunday,November,2014,11/30/2014,830
8745,Missouri,Thursday,December,2014,12/25/2014,1047
8746,Delaware,Wednesday,September,2014,9/17/2014,858
8747,Maine,Saturday,April,2014,4/12/2014,333
8748,Montana,Saturday,September,2014,9/27/2014,917
8749,Alaska,Friday,April,2014,4/11/2014,765
8750,Missouri,Wednesday,October,2014,10/15/2014,1221
8751,Oklahoma,Monday,July,2014,7/14/2014,544
8752,Idaho,Tuesday,August,2014,8/5/2014,1336
8753,Oklahoma,Tuesday,April,2014,4/29/2014,561
8754,Washington,Friday,August,2014,8/1/2014,895
8755,Alaska,Tuesday,January,2014,1/28/2014,725
8756,Indiana,Sunday,July,2014,7/13/2014,498
8757,Indiana,Wednesday,May,2014,5/7/2014,704
8758,Oklahoma,Tuesday,September,2014,9/30/2014,536
8759,New Mexico,Wednesday,October,2014,10/1/2014,1161
8760,Alaska,Monday,October,2014,10/20/2014,582
8761,Indiana,Thursday,March,2014,3/27/2014,633
8762,New Mexico,Monday,October,2014,10/20/2014,1209
8763,Maine,Friday,May,2014,5/9/2014,549
8764,Florida,Wednesday,September,2014,9/24/2014,926
8765,Nebraska,Saturday,March,2014,3/29/2014,840
8766,Oregon,Wednesday,April,2014,4/16/2014,736
8767,Kansas,Thursday,June,2014,6/19/2014,1143
8768,Indiana,Tuesday,April,2014,4/29/2014,487
8769,Texas,Friday,April,2014,4/25/2014,1347
8770,Alaska,Friday,April,2014,4/18/2014,560
8771,Iowa,Monday,July,2014,7/21/2014,1260
8772,California,Saturday,April,2014,4/19/2014,652
8773,Mississippi,Friday,March,2014,3/14/2014,527
8774,Idaho,Friday,March,2014,3/28/2014,1456
8775,Texas,Tuesday,December,2014,12/9/2014,1136
8776,Nevada,Thursday,March,2014,3/13/2014,377
8777,Washington,Saturday,November,2014,11/8/2014,977
8778,Kansas,Friday,July,2014,7/25/2014,1262
8779,Alaska,Thursday,January,2014,1/16/2014,674
8780,Ohio,Monday,April,2014,4/21/2014,608
8781,Oklahoma,Tuesday,February,2014,2/11/2014,667
8782,Mississippi,Thursday,January,2014,1/9/2014,746
8783,Kansas,Wednesday,September,2014,9/10/2014,1174
8784,California,Friday,October,2014,10/10/2014,768
8785,Maine,Wednesday,June,2014,6/18/2014,396
8786,Ohio,Thursday,June,2014,6/5/2014,588
8787,Maine,Tuesday,April,2014,4/29/2014,489
8788,California,Friday,November,2014,11/28/2014,569
8789,Florida,Monday,October,2014,10/6/2014,758
8790,Mississippi,Friday,January,2014,1/31/2014,744
8791,New Mexico,Sunday,November,2014,11/30/2014,959
8792,New Mexico,Tuesday,July,2014,7/15/2014,1159
8793,Alaska,Thursday,August,2014,8/21/2014,825
8794,Montana,Tuesday,May,2014,5/13/2014,1044
8795,Washington,Monday,June,2014,6/23/2014,996
8796,Iowa,Wednesday,September,2014,9/3/2014,1267
8797,Maine,Thursday,February,2014,2/27/2014,354
8798,Delaware,Tuesday,October,2014,10/21/2014,1084
8799,Iowa,Monday,December,2014,12/1/2014,1071
8800,Idaho,Sunday,November,2014,11/23/2014,1149
8801,Mississippi,Friday,January,2014,1/31/2014,633
8802,Illinois,Sunday,May,2014,5/25/2014,1552
8803,Maine,Sunday,July,2014,7/20/2014,406
8804,Montana,Tuesday,December,2014,12/16/2014,813
8805,Idaho,Sunday,June,2014,6/22/2014,1355
8806,New York,Sunday,May,2014,5/4/2014,790
8807,Idaho,Wednesday,December,2014,12/17/2014,1141
8808,Washington,Tuesday,June,2014,6/24/2014,908
8809,Texas,Thursday,September,2014,9/25/2014,1374
8810,Indiana,Wednesday,February,2014,2/5/2014,583
8811,Louisiana,Friday,December,2014,12/26/2014,1169
8812,Louisiana,Sunday,May,2014,5/18/2014,1683
8813,Mississippi,Tuesday,February,2014,2/11/2014,551
8814,Nebraska,Wednesday,June,2014,6/4/2014,695
8815,Oregon,Tuesday,January,2014,1/28/2014,846
8816,Nebraska,Sunday,March,2014,3/9/2014,810
8817,Delaware,Friday,August,2014,8/8/2014,817
8818,Missouri,Friday,November,2014,11/7/2014,1004
8819,Texas,Wednesday,November,2014,11/5/2014,1219
8820,New York,Monday,March,2014,3/31/2014,905
8821,Georgia,Sunday,October,2014,10/5/2014,1274
8822,Oklahoma,Tuesday,February,2014,2/11/2014,557
8823,Maine,Sunday,September,2014,9/21/2014,425
8824,Oregon,Wednesday,May,2014,5/7/2014,691
8825,Iowa,Tuesday,May,2014,5/20/2014,1331
8826,New York,Thursday,February,2014,2/6/2014,804
8827,California,Tuesday,January,2014,1/7/2014,716
8828,New Mexico,Saturday,June,2014,6/14/2014,1105
8829,Nebraska,Monday,May,2014,5/5/2014,673
8830,Oklahoma,Tuesday,August,2014,8/19/2014,530
8831,Oregon,Wednesday,February,2014,2/12/2014,968
8832,Alaska,Saturday,March,2014,3/8/2014,636
8833,New York,Wednesday,December,2014,12/10/2014,749
8834,Indiana,Wednesday,March,2014,3/5/2014,522
8835,Georgia,Thursday,December,2014,12/18/2014,1103
8836,New York,Friday,October,2014,10/17/2014,675
8837,Oklahoma,Friday,June,2014,6/13/2014,517
8838,Iowa,Thursday,September,2014,9/11/2014,1072
8839,Texas,Tuesday,April,2014,4/15/2014,1344
8840,Missouri,Wednesday,April,2014,4/30/2014,1195
8841,Louisiana,Friday,August,2014,8/29/2014,1327
8842,Oregon,Tuesday,May,2014,5/20/2014,647
8843,Montana,Thursday,November,2014,11/27/2014,728
8844,Kansas,Thursday,June,2014,6/19/2014,1349
8845,Nevada,Tuesday,April,2014,4/22/2014,641
8846,Washington,Tuesday,May,2014,5/13/2014,1043
8847,Missouri,Tuesday,September,2014,9/30/2014,1111
8848,California,Monday,April,2014,4/28/2014,706
8849,Idaho,Saturday,August,2014,8/16/2014,1344
8850,Alaska,Tuesday,December,2014,12/16/2014,656
8851,Missouri,Sunday,October,2014,10/19/2014,1249
8852,Washington,Wednesday,March,2014,3/5/2014,1078
8853,Louisiana,Tuesday,May,2014,5/13/2014,1490
8854,Georgia,Thursday,November,2014,11/27/2014,1114
8855,Missouri,Sunday,February,2014,2/16/2014,1122
8856,Texas,Friday,August,2014,8/1/2014,1409
8857,New York,Sunday,February,2014,2/9/2014,773
8858,Nebraska,Friday,March,2014,3/21/2014,843
8859,Illinois,Friday,November,2014,11/14/2014,1343
8860,Maine,Friday,January,2014,1/24/2014,300
8861,Florida,Saturday,April,2014,4/12/2014,1033
8862,California,Friday,April,2014,4/18/2014,679
8863,Florida,Friday,November,2014,11/7/2014,974
8864,Iowa,Saturday,September,2014,9/20/2014,1296
8865,Nevada,Tuesday,February,2014,2/18/2014,458
8866,Delaware,Thursday,January,2014,1/23/2014,876
8867,California,Friday,March,2014,3/28/2014,731
8868,Mississippi,Friday,August,2014,8/1/2014,675
8869,Iowa,Monday,December,2014,12/1/2014,1165
8870,California,Tuesday,January,2014,1/14/2014,940
8871,Oregon,Friday,May,2014,5/9/2014,1001
8872,Kansas,Tuesday,August,2014,8/5/2014,1173
8873,Texas,Thursday,May,2014,5/1/2014,1171
8874,Indiana,Friday,June,2014,6/6/2014,584
8875,Alaska,Sunday,September,2014,9/28/2014,587
8876,New Mexico,Saturday,December,2014,12/20/2014,1178
8877,Indiana,Thursday,February,2014,2/20/2014,471
8878,Delaware,Tuesday,April,2014,4/15/2014,1075
8879,Nebraska,Friday,July,2014,7/11/2014,709
8880,Florida,Friday,October,2014,10/31/2014,809
8881,Illinois,Monday,July,2014,7/21/2014,1407
8882,Nevada,Thursday,October,2014,10/16/2014,448
8883,Georgia,Thursday,July,2014,7/3/2014,1184
8884,Illinois,Thursday,October,2014,10/23/2014,1301
8885,Florida,Wednesday,December,2014,12/10/2014,813
8886,Arkansas,Thursday,June,2014,6/12/2014,1305
8887,Mississippi,Friday,March,2014,3/14/2014,736
8888,Nebraska,Tuesday,July,2014,7/15/2014,697
8889,Delaware,Sunday,October,2014,10/5/2014,946
8890,Illinois,Thursday,September,2014,9/25/2014,1273
8891,Nevada,Tuesday,March,2014,3/4/2014,465
8892,Kansas,Tuesday,December,2014,12/16/2014,1113
8893,Texas,Friday,September,2014,9/5/2014,1162
8894,Ohio,Sunday,March,2014,3/9/2014,770
8895,Oregon,Tuesday,March,2014,3/11/2014,842
8896,Oklahoma,Friday,January,2014,1/10/2014,570
8897,Idaho,Wednesday,December,2014,12/3/2014,1174
8898,Nebraska,Monday,July,2014,7/7/2014,580
8899,Idaho,Thursday,October,2014,10/2/2014,1329
8900,Idaho,Thursday,August,2014,8/14/2014,1199
8901,Maine,Monday,May,2014,5/5/2014,391
8902,New York,Monday,March,2014,3/31/2014,733
8903,California,Friday,April,2014,4/25/2014,551
8904,Alaska,Thursday,January,2014,1/16/2014,704
8905,Missouri,Monday,July,2014,7/7/2014,1153
8906,Florida,Saturday,November,2014,11/8/2014,783
8907,Idaho,Thursday,September,2014,9/25/2014,1240
8908,Oklahoma,Wednesday,January,2014,1/29/2014,599
8909,Mississippi,Thursday,April,2014,4/3/2014,762
8910,Idaho,Wednesday,September,2014,9/10/2014,1246
8911,Ohio,Monday,March,2014,3/10/2014,766
8912,Iowa,Wednesday,November,2014,11/26/2014,1076
8913,Arkansas,Wednesday,September,2014,9/10/2014,1329
8914,Mississippi,Wednesday,November,2014,11/12/2014,677
8915,Arkansas,Friday,September,2014,9/19/2014,1143
8916,Oregon,Tuesday,June,2014,6/24/2014,724
8917,Arkansas,Tuesday,December,2014,12/2/2014,1294
8918,Illinois,Friday,July,2014,7/11/2014,1467
8919,California,Tuesday,June,2014,6/3/2014,692
8920,Washington,Friday,December,2014,12/19/2014,786
8921,Oregon,Thursday,September,2014,9/18/2014,723
8922,Louisiana,Wednesday,June,2014,6/11/2014,1498
8923,Illinois,Thursday,August,2014,8/14/2014,1299
8924,New York,Thursday,January,2014,1/9/2014,781
8925,Mississippi,Friday,January,2014,1/3/2014,654
8926,Indiana,Tuesday,October,2014,10/7/2014,464
8927,Texas,Sunday,July,2014,7/6/2014,1208
8928,Missouri,Friday,August,2014,8/22/2014,1304
8929,Oregon,Wednesday,November,2014,11/26/2014,646
8930,Delaware,Friday,November,2014,11/28/2014,911
8931,Oregon,Thursday,January,2014,1/23/2014,697
8932,Florida,Saturday,August,2014,8/2/2014,999
8933,Louisiana,Thursday,December,2014,12/18/2014,1377
8934,New York,Tuesday,September,2014,9/9/2014,717
8935,Alaska,Saturday,July,2014,7/12/2014,635
8936,Montana,Saturday,July,2014,7/26/2014,924
8937,Oklahoma,Sunday,June,2014,6/22/2014,539
8938,Delaware,Saturday,December,2014,12/20/2014,952
8939,Louisiana,Saturday,September,2014,9/27/2014,1470
8940,New York,Monday,March,2014,3/10/2014,733
8941,Texas,Sunday,July,2014,7/13/2014,1196
8942,Nebraska,Tuesday,January,2014,1/21/2014,785
8943,Missouri,Wednesday,March,2014,3/19/2014,1332
8944,Nevada,Sunday,January,2014,1/12/2014,499
8945,Texas,Wednesday,June,2014,6/25/2014,1178
8946,California,Saturday,January,2014,1/11/2014,734
8947,Washington,Sunday,August,2014,8/17/2014,957
8948,Delaware,Friday,December,2014,12/12/2014,827
8949,Indiana,Sunday,January,2014,1/19/2014,652
8950,Montana,Monday,October,2014,10/13/2014,846
8951,New York,Sunday,February,2014,2/23/2014,860
8952,Georgia,Saturday,August,2014,8/2/2014,1174
8953,Nevada,Thursday,February,2014,2/20/2014,681
8954,Iowa,Saturday,December,2014,12/20/2014,988
8955,Indiana,Wednesday,July,2014,7/23/2014,524
8956,Georgia,Saturday,December,2014,12/13/2014,1218
8957,Texas,Friday,May,2014,5/30/2014,1293
8958,Alaska,Saturday,July,2014,7/19/2014,412
8959,Maine,Saturday,January,2014,1/4/2014,432
8960,Nevada,Friday,May,2014,5/23/2014,425
8961,New Mexico,Sunday,December,2014,12/14/2014,1011
8962,Arkansas,Wednesday,September,2014,9/3/2014,1131
8963,Maine,Tuesday,January,2014,1/28/2014,349
8964,Maine,Sunday,January,2014,1/12/2014,433
8965,Alaska,Wednesday,December,2014,12/17/2014,635
8966,Texas,Saturday,August,2014,8/2/2014,1139
8967,Texas,Saturday,December,2014,12/6/2014,999
8968,Missouri,Wednesday,April,2014,4/30/2014,1226
